row_index,ID,CAS,Formula,MolWt,SMILES,parse_mode
18587,T0112L,42399-41-7,C22H26N2O4S,414.52,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,sanitized
18588,T30503,202822-23-9,C15H9ClF3N3O2,355.7,O=c1[nH]c(-c2ccccc2C(F)(F)F)nn1-c1cc(Cl)ccc1O,sanitized
18589,T31063,230954-09-3,C18H19FN2O6S,410.42,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,sanitized
18590,T31708,110-38-3,C12H24O2,200.32,CCCCCCCCCC(=O)OCC,sanitized
18591,T31900,1373154-68-7,C22H26O8,418.44,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(=O)OCOC(C)=O)[C@@]1([H])[C@@]23C=C[C@H](O)[C@@]1(C)C(=O)O3,sanitized
18592,T33414,134067-56-4,C25H31NO2,377.52,[H][C@@]12CC[C@@]3([H])NC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)c3ccccc3)CC[C@@]21[H],sanitized
18593,TN6912,143-08-8,C9H20O,144.25,CCCCCCCCCO,sanitized
18594,T36454,123-94-4,C21H42O4,358.56,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,sanitized
18595,T37299,18877-64-0,C23H46ClNO4,436.07,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],sanitized
18596,T37538,31098-42-7,C5H14N2S,134.24,NCCCNCCS,sanitized
18597,T37547,3465-72-3,C6H6N2O2,138.12,O=C(O)/C=C/c1cnc[nH]1,sanitized
18598,T60440,158227-81-7,C11H14N4O4,266.25,Nc1ncnn2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)ccc12,sanitized
18599,T60789,30925-07-6,C6H14Cl2N2O4S2,313.22,Cl.Cl.N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,sanitized
18600,T61042,52535-76-9,C16H14ClNO3S,335.81,O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1ccc(Cl)cc1,sanitized
18601,T78082,70351-51-8,C12H11NO2,201.22,CC(=O)C=C1C(=O)N(C)c2ccccc21,sanitized
18602,T78389,70217-82-2,C26H21N3O,391.46,O=c1c(Cc2ccccc2)nc2c(Cc3ccccc3)[nH]c(-c3ccccc3)cn1-2,sanitized
18603,T78961,2882823-27-8,C18H14ClF4NO4,419.76,CC(C)C(=O)Oc1cc(F)c(Cl)cc1C(=O)Nc1ccc(OC(F)(F)F)cc1,sanitized
18604,T79133,278806-03-4,C19H18N2OS,322.42,CCc1ccc(C(=O)C=CSc2nc3cc(C)ccc3[nH]2)cc1,sanitized
18605,T79888,1835666-87-9,C28H33N7O2,499.61,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(C)c4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,sanitized
18606,T7341,67165-56-4,C17H17Cl2NO,322.23,COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1,sanitized
18607,T71356,116287-13-9,C15H19ClF3NO,321.77,C[C@H](CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1.Cl,sanitized
18608,T60921L,2415317-57-4,C18H23BClNO4,363.64,CCCOc1cc(-c2cncc([C@@H]3COB(O)C3)c2)ccc1OC.Cl,sanitized
18609,T27275L,1198153-46-6,C14H11Br2ClN2O3,450.51,Cl.O=C(c1cc(Br)c(O)c(Br)c1)N1CCOc2ccncc21,sanitized
18610,T84308,133697-68-4,C29H52O3,448.72,[H][C@@]12C[C@H](O)[C@@]3(O)C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CC[C@@H](CC)C(C)C,sanitized
18611,T84297,2446928-30-7,C41H45F3N8O5S,818.91,CCc1cc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)ccc1OCCN1CCN(CC(=O)Nc2cccc(NC3CCC(=O)NC3=O)c2)[C@H](C)C1,sanitized
18612,T84313,3028055-45-7,C16H13F6NO2,365.27,[O-][n+]1cc(O)cc(CCCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,sanitized
18613,T84310,7382-59-4,C17H20O6,320.34,COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O,sanitized
18614,T73253,1613589-24-4,C9H11FN2O6,262.19,O=c1ccn([C@@H]2O[C@](F)(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,sanitized
18615,T84306,257891-65-9,C16H20ClN3S,321.87,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)CC1C,sanitized
18616,T69596,2523016-96-6,C47H53FN8O8,876.97,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1)NCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,sanitized
18617,T6415,880149-29-1,C12H8BiK5O14,780.66,O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Bi+3].[K+].[K+].[K+].[K+].[K+],sanitized
18618,T65456,19327-39-0,C16H34O5,306.44,CCCCCCCCOCCOCCOCCOCCO,sanitized
18619,T41321,81926-94-5,C24H36O2,356.54,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,sanitized
18620,T77232,7138-40-1,C27H54O2,410.72,CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,sanitized
18621,T84287,931596-95-1,C15H15N3O2,269.3,Cc1cc(C)cc(C(=O)NNC(=O)c2ccccn2)c1,sanitized
18622,TF0116,20559-18-6,C20H42NO7P,439.52,CCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,sanitized
18623,T65070,2646-38-0,C24H39NaO4,414.55,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CCC(=O)[O-])[C@]1([H])[C@H](O)C2.[Na+],sanitized
18624,T25828L,,C32H34FN3O5S,591.69,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21.O=C(O)/C=C\C(=O)O,sanitized
18625,T68163,179033-51-3,C43H45ClN4O6,749.29,COc1cc(C(=O)C(=O)N(C)[C@@H](Cc2ccc(Cl)cc2)C(=O)N(Cc2ccccc2)C(CCc2ccncc2)CCc2ccncc2)cc(OC)c1OC,sanitized
18626,T84307,936227-77-9,C29H60NO8P,581.76,CCCCCCCCCCCCCCCCOC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OCCCCC(=O)O,sanitized
18627,T69941,2077178-99-3,C13H17N5O5,323.3,Cc1nc(N)c2c(C(N)=O)cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,sanitized
18628,T24021L,,C22H30ClN3O6,467.94,CC1(C)CC2(NC(=O)N(CCCN3CCC(O)CC3)C2=O)c2cc(Cl)ccc2O1.[H]C(=O)O,sanitized
18629,TNU0430,23666-24-2,C18H21N5O5,387.39,COc1ccc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,sanitized
18630,T84289,85273-96-7,C19H21ClN2S,344.9,CN(C)CCSc1nc2ccccc2cc1-c1ccccc1.Cl,sanitized
18631,T84314,692774-37-1,C23H21ClN2O4,424.88,CCOc1ccccc1NC(=O)c1cc(Cl)ccc1NC(=O)c1ccc(OC)cc1,sanitized
18632,T8282,18457-55-1,C10H16O,152.23,C=C(C)[C@@H]1CC=C(CO)CC1,sanitized
18633,T69726,2252271-93-3,C14H15F2N3O2,295.28,CC(C)(C(=O)N1CCOc2c(C#N)cncc2C1)C(F)F,sanitized
18634,T19525,30189-85-6,C28H42BrN3S,532.62,CCCCN(CCCC)c1ccc2nc3ccc(N(CCCC)CCCC)cc3[s+]c2c1.[Br-],sanitized
18635,T17595,2183447-27-8,C28H54N4O10S,638.81,[H][C@]12CS[C@@H](CCCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN)[C@@]1([H])NC(=O)N2,sanitized
18636,T18680,2429877-44-9,C59H62F2N9O12P,1158.15,[H][C@]12CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(c3ccccc3)c3ccccc3)N1C(=O)[C@@H](NC(=O)c1cc3cc(C(F)(F)P(=O)(O)O)ccc3[nH]1)CN(C(=O)CCCCCC#Cc1cccc3c1CN(C1CCC(=O)NC1=O)C3=O)CC2,sanitized
18637,T15991,1325208-25-0,C19H26N2O10,442.42,O=C(CCOCCOCCOCCOCCN1C(=O)C=CC1=O)ON1C(=O)CCC1=O,sanitized
18638,T14211,1027847-67-1,C26H26Cl2N2O7S,581.47,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,sanitized
18639,T13898,161190-26-7,C23H31Cl2NO8S,552.47,CN(C)CCCSCC(=O)C1(c2ccc(Cl)c(Cl)c2)CCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,sanitized
18640,T13688,253128-41-5,C40H59NO11,729.9,[H][C@@]12CC[C@]3([H])O[C@]4([H])[C@@]5([H])O[C@]6([H])C[C@](CC[C@@]7([H])CC(=C)[C@]([H])(CC[C@@]8([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]9([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]9([H])CC(=O)C1)O8)O7)(O[C@@]5([H])[C@@]3([H])O2)O[C@]46[H],sanitized
18641,T11480,1263068-83-2,C24H25BrN4S,481.45,Br.CN(CCc1ccc(Nc2ncc(-c3cccnc3)s2)cc1)Cc1ccccc1,sanitized
18642,T16166,95523-13-0,C17H20N6O4,372.38,Nc1ccc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,sanitized
18643,T16546,85532-75-8,C21H21ClN2O,352.86,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,sanitized
18644,T12539L,192329-42-3,C18H21N3O5S2,423.51,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,sanitized
18645,T19391,22671-29-0,C13H25NO4,259.34,CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,sanitized
18646,T12008,3768-14-7,C11H17N5O9P2,425.23,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O,sanitized
18647,TCA2511,600-57-7,C21H30O3,330.46,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],sanitized
18648,T21232,1654-86-0,C20H40O2,312.53,CCCCCCCCCCOC(=O)CCCCCCCCC,sanitized
18649,T22600,443776-49-6,C8H12BBrN2O2S,290.97,Br.N=C(N)SCc1ccc(B(O)O)cc1,sanitized
18650,T22962,,C23H29N3O6,443.49,COc1ccc2c(CC(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(N)=O)cc(=O)oc2c1,sanitized
18651,T23147,114012-12-3,C9H13ClNO3P,249.63,NCC(CP(=O)(O)O)c1ccc(Cl)cc1,sanitized
18652,T19915,2163-80-6,CH4AsNaO3,161.95,C[As](=O)([O-])O.[Na+],sanitized
18653,T19937,2150-48-3,C21H27ClN2O,358.91,CCN(CC)c1ccc2cc3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-],sanitized
18654,TN5802,3155-43-9,C18H38O2,286.49,OCCCCCCCCCCCCCCCCCCO,sanitized
18655,T23917,1661845-86-8,C21H16ClN3OS,393.89,Cc1ccc(-c2cnccc2-c2cnc(Nc3ccc(O)cc3)s2)c(Cl)c1,sanitized
18656,T24306,99134-29-9,C18H18O3,282.33,OCc1ccccc1C=CCc1cc2c(cc1O)CCO2,sanitized
18657,T26280,1620820-12-3,C25H27F3N6O2,500.52,CNc1cc(Oc2cc(C(=O)Nc3cc(N4CCN(C)CC4)cc(C(F)(F)F)c3)ccc2C)ncn1,sanitized
18658,T26723,1126366-36-6,C25H24N4O2,412.48,Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,sanitized
18659,T26781,518980-66-0,C22H25NO2S,367.5,CCOc1ccc2c(c1)Sc1cccc(OC)c1C2=C1CCN(C)CC1,sanitized
18660,T27488,2101305-84-2,C24H23N3O,369.46,Cc1ccc(-c2ncc(OC[C@@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1,sanitized
18661,T27634,960527-22-4,C18H18FN3OS2,375.48,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCc1ccc(F)cc1,sanitized
18662,T32105,1637741-58-2,C14H20O,204.31,CC(C)c1cccc([C@H](C)C2CC2)c1O,sanitized
18663,T32427,121077-11-0,C8H10F2N4O4,264.19,O=C(NCCO)C(F)(F)Cn1ccnc1[N+](=O)[O-],sanitized
18664,T35085,1414376-84-3,C25H31BrIN,552.33,[H][C@]12CC=C(C[N+](C)(C)Cc3ccc(-c4ccccc4Br)cc3)[C@]([H])(C1)C2(C)C.[I-],sanitized
18665,TN6994,124-06-1,C16H32O2,256.42,CCCCCCCCCCCCCC(=O)OCC,sanitized
18666,T36430,15664-29-6,C35H36N4O5,592.68,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)O)[C@@H]3C,sanitized
18667,T38041,28715-21-1,C14H28O3,244.37,CCCCCCCCCCC[C@@H](O)CC(=O)O,sanitized
18668,T38374,2507-55-3,C14H28O3,244.37,CCCCCCCCCCCCC(O)C(=O)O,sanitized
18669,T38734,1337918-83-8,C36H46N8O3,638.8,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,sanitized
18670,T40290,2651200-35-8,C18H15F5N8O,454.36,Fc1ccc2nc(CNc3nc(N4CCOCC4)nc4c(C(F)(F)F)cnn34)[nH]c2c1F,sanitized
18671,T40560,4671-93-6,C8H7NSe,196.11,N#C[Se]Cc1ccccc1,sanitized
18672,T60437,711085-63-1,C14H17ClN2O,264.75,[H]C12CCN(CC1)C[C@@H]2NC(=O)c1ccc(Cl)cc1,sanitized
18673,T60877,2642394-38-3,C17H13N3O4,323.3,O=c1c(NCc2ccccn2)c(Nc2ccc3c(c2)OCO3)c1=O,sanitized
18674,T61183,2492595-24-9,C15H9ClF4O3,348.68,O=C(O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1F,sanitized
18675,T61702,883956-47-6,C24H23N3O2,385.46,Cn1c2ccccc2c(=O)c2c(=O)n(C3CCCCC3)c(-c3ccccc3)nc21,sanitized
18676,T62518,2677786-61-5,C22H23ClN6O2,438.91,CCc1cc(Nc2nc(NCc3ccc(Cl)cc3OC)nc3cccc(OC)c23)n[nH]1,sanitized
18677,T63115,2015-28-3,C21H28Cl3N3OS,476.89,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,sanitized
18678,T64084,180384-56-9,C25H23N9O6S,577.57,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,sanitized
18679,T78211,2883540-92-7,C16H12F5N5O2,401.29,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,sanitized
18680,T78498,87657-77-0,C20H26O3,314.42,COc1cc(CCC(O)CCCCc2ccccc2)ccc1O,sanitized
18681,T74149,2883235-86-5,C20H23FN4,338.42,CCc1cc(N2CCCCCC2)n2ncc(-c3ccc(F)cc3)c2n1,sanitized
18682,T79088,518010-44-1,C19H15N3OS,333.41,Cc1ccc2nc(-c3cccc(NC(=O)c4cccs4)c3)[nH]c2c1,sanitized
18683,T74637,2383086-06-2,C49H59N7O7S,890.1,CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,sanitized
18684,T74982,2836342-69-7,C53H72N8O4,885.19,COc1cc(N2CCN(CCCCCCCCCCCCNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)ccc1Nc1ncc2c(C)cc(=O)n(-c3cccc(NC(=O)C4CC4)c3)c2n1,sanitized
18685,T84312,85539-83-9,C10H8N2Se2,314.1,N#C[Se]Cc1ccc(C[Se]C#N)cc1,sanitized
18686,T125076,31105-76-7,C22H20O12,476.39,COc1c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,sanitized
18687,T75349,160081-62-9,C18H19Cl2Na2O7P,495.2,COC1(c2ccc(Cl)c(OP(=O)([O-])[O-])c2)OOC12C1CC3CC2CC(Cl)(C3)C1.[Na+].[Na+],sanitized
18688,T3504L,1869912-39-9,C25H33N7O3,479.57,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,sanitized
18689,T63390L,,C27H39N5O7,545.63,CC(C)CC(CC(=O)NO)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](C)C(=O)NCCN.[H]C(=O)O,sanitized
18690,T83652,,C23H17Cl2N5O2,466.32,O=C(NCc1ccc(-c2ccccn2)cc1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,sanitized
18691,T67377,7523-15-1,C13H26O3,230.34,CCCCCCOC(=O)OCCCCCC,sanitized
18692,T84317,1194574-33-8,C17H19N5O2S,357.43,CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,sanitized
18693,T64440,1403834-74-1,C27H27NO7S2,541.64,COc1cc(OC)c(SSC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)c(OC)c1,sanitized
18694,T84309,82973-15-7,C15H10BrN3O2,344.16,O=C1Nc2ccccc2C1=NNC(=O)c1ccc(Br)cc1,sanitized
18695,T67060,7735-42-4,C16H34O2,258.44,OCCCCCCCCCCCCCCCCO,sanitized
18696,T84365,124380-97-8,C20H19ClN2O,338.83,CN1CCN(c2cc3ccccc3c(=O)c3ccc(Cl)cc23)CC1,sanitized
18697,T83626,2761327-15-3,C32H34N4O3,522.64,CCn1c(-c2ccccc2)c(-c2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c2ccccc21,sanitized
18698,T21758,729610-18-8,C21H21ClN2,336.86,C[C@@H](NCc1cc2ccccc2[nH]1)c1cccc2ccccc12.Cl,sanitized
18699,T84364,887148-70-1,C20H13F6N3O2S,473.39,C[C@@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,sanitized
18700,T40713L,,C9H16N4O7,292.25,NC1=NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)CN1.[H]C(=O)O,sanitized
18701,T15168L,,C22H21ClN2O6,444.87,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)C(OCCO)c2cc3ccccc3nc2-1.Cl,sanitized
18702,TF0109,683-10-3,C16H33NO2,271.44,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],sanitized
18703,T64986,631-61-8,C2H7NO2,77.08,CC(=O)[O-].[NH4+],sanitized
18704,TN1376,20562-02-1,C45H73NO15,868.06,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])N3C[C@@H](C)CC[C@]3([H])[C@@H](C)[C@]12[H],sanitized
18705,TN1848,68401-05-8,C25H28O6,424.49,CC(C)=CCC/C(C)=C/Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O,sanitized
18706,TN2189,56795-51-8,C12H10O5,234.2,COc1cc2ccc(=O)oc2cc1OC(C)=O,sanitized
18707,T12054,862309-06-6,C23H24F3N3O2,431.45,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,sanitized
18708,T15694,98891-36-2,C6H9NO2,127.14,C#CCC[C@H](N)C(=O)O,sanitized
18709,T19536,78-98-8,C3H4O2,72.06,CC(=O)C=O,sanitized
18710,T11165,170984-72-2,C7H13NO4,175.18,CC[C@](N)(CCC(=O)O)C(=O)O,sanitized
18711,T16474,1252637-35-6,C25H23F6N5O4S,603.54,Cn1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(C(F)(F)F)CC4)C3)c(C(F)(F)F)c2)cn1,sanitized
18712,T11770,2349392-79-4,C24H21ClFN3O3,453.89,[H][C@@]12COc3cnc4c(C)c(-c5c(O)cccc5F)c(Cl)cc4c3N1CCN(C(=O)C=C)C2,sanitized
18713,T23264,143339-12-2,C18H22ClN3O2,347.84,Cl.[H]C12CCN(CC1)C[C@@H]2NC(=O)C(=O)c1cn(C)c2ccccc12,sanitized
18714,T25513,479073-82-0,C23H32N6O4S2,520.67,CCCc1nn(C)c2c(=S)nc(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)ccc3OCC)[nH]c12,sanitized
18715,T26486,869802-44-8,C19H18N4OS,350.44,CCc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,sanitized
18716,T31740,671188-20-8,C7H7NO3,153.14,C#CCNC(=O)C=CC(=O)O,sanitized
18717,T33795,21233-09-0,C27H28NO8P,525.49,COc1ccc2c(c1)Oc1cc(OP(=O)(O)O)ccc1C21OC(=O)c2ccccc21.NC1CCCCC1,sanitized
18718,T36648,1429755-56-5,C54H54N16O5,1007.11,CCO.Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1.Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,sanitized
18719,T37824,2445185-57-7,C26H20ClN3O6S,537.97,CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C#Cc2cnc(C(=O)O)cc2OC)c2ncccc12,sanitized
18720,T39027,154214-55-8,C59H97IN2,961.32,CCCCCCCCCCCCCCCCCCCCCC[N+]1=C(C=CC=C2N(CCCCCCCCCCCCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21.[I-],sanitized
18721,T39836,2306-33-4,C10H10O4,194.18,CCOC(=O)c1ccccc1C(=O)O,sanitized
18722,T40087,2426616-55-7,C16H16F3N3O,323.31,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,sanitized
18723,T40112,2447066-37-5,C59H58ClN7O11,1076.59,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,sanitized
18724,T63925,2368903-18-6,C25H25N5O4S3,555.69,CSCC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(-c3ccncc3)c2)cs1,sanitized
18725,T64028,1854943-32-0,C29H38ClN6O2P,569.08,COc1cc(N2CCC3(CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,sanitized
18726,T69915,2098540-08-8,C24H25Cl2FN4O3S,539.45,Cc1nn([C@@H]2CCN([C@H](C)c3cc(Cl)cc(Cl)c3)C2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc12,sanitized
18727,T84321,2888704-84-3,C15H17F2N7O2,365.34,FC(F)Oc1cc(Nc2cnc3cnn(CC4CCOCC4)c3n2)n[nH]1,sanitized
18728,T70058,1927857-55-3,C16H20F2N8O2,394.38,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(C(F)F)n1,sanitized
18729,T68059,149494-37-1,C19H30N2O2,318.45,CCCN(C(C)C)[C@H]1COc2cccc(C(=O)NC(C)C)c2C1,sanitized
18730,T81038L,,C157H263N57O42,3621.19,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(C)C)C(=O)O,sanitized
18731,T75131,2641998-63-0,C55H78FN9O8,1012.26,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)N1CCOC(CC(NC(=O)C(C(C)C)N(C)C(=O)C3(F)CCN(C(=O)C#CC(C)(C)N(C)C)CC3)C(=O)N3CCCC(N3)C(=O)OCC(C)(C)C2)C1,sanitized
18732,T21823,1850293-95-6,C12H12N2O3Se,311.2,CC(=O)Oc1ccccc1C(=O)NCC[Se]C#N,sanitized
18733,T69647,2411412-36-5,C19H30BrO6P,465.32,O=C(CCCCCCCCCc1ccccc1)O[C@H](CBr)COP(=O)(O)O,sanitized
18734,T70008,1990504-72-7,C42H50FN7O8S2,864.02,CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1,sanitized
18735,T75255,304694-39-1,C38H40F4N6O2S,720.82,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,sanitized
18736,T78875,2054998-45-5,C24H19F4N3O2S2,521.55,Cc1nn(-c2nc(-c3ccc(C(F)(F)F)cc3)c(SC(C)C)s2)c(C(=O)O)c1-c1cccc(F)c1,sanitized
18737,T79455,2754370-99-3,C20H14N2O4,346.34,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1ccccc1,sanitized
18738,T21655,2504/11/2,C9H18ClNO4,239.7,CC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],sanitized
