row_index,ID,CAS,Formula,MolWt,SMILES,parse_mode
5793,T4803,24939-17-1,C20H18O5,338.35,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,sanitized
5794,T4967,324523-20-8,C24H25ClN2O2.HCl,445.38,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,sanitized
5795,T5027,36304-84-4,C18H25N.H3O4P,353.4,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O=P(O)(O)O,sanitized
5796,T5014,363-24-6,C20H32O5,352.47,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,sanitized
5797,T4988,394730-60-0,C27H45N5O5,519.68,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,sanitized
5798,T4964,41093-60-1,C32H50O13,642.73,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,sanitized
5799,T2S0731,4192-90-9,C21H24O10,436.41,O=C(CCc1ccc(O)cc1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,sanitized
5800,T5012,452-35-7,C9H10N2O3S2,258.32,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,sanitized
5801,T5010,479-92-5,C14H18N2O,230.31,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,sanitized
5802,T4954,4947-75-5,C29H46O4,458.67,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]4[C@H](C[C@@H]32)O[C@]2(CC[C@@H](C)CO2)[C@H]4C)C1,sanitized
5803,T5026,50-56-6,C43H66N12O12S2,1007.19,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,sanitized
5804,T4701,51338-27-3,C16H14Cl2O4,341.19,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,sanitized
5805,T4958,517-88-4,C16H16O5,288.3,CC(C)=CC[C@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,sanitized
5806,T5040,520-85-4,C22H32O3,344.49,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,sanitized
5807,T5023,54556-98-8,C23H30ClNO3,403.94,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl,sanitized
5808,T4956,55327-45-2,C20H22O9,406.38,OC[C@H]1O[C@@H](Oc2c(O)cc(O)cc2C=Cc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,sanitized
5809,T5009,554-92-7,C21H29ClN2O5,424.92,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,sanitized
5810,T4993,56287-74-2,C16H14FN3O,283.3,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,sanitized
5811,T5017,55661-38-6,C9H14Cl2N6O2,309.15,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1.Cl,sanitized
5812,T5005,56839-43-1,C17H26ClNO,295.85,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,sanitized
5813,T4963,5843-65-2,C16H17NO3,271.31,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,sanitized
5814,T5000,59198-70-8,C27H36F2O5,478.57,CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sanitized
5815,T4977,64506-49-6,C27H30O6,450.52,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,sanitized
5816,T5001,656247-18-6,C31H33N5O4.C2H6O3S,649.76,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,sanitized
5817,T5008,6809-52-5,C23H38O,330.55,CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,sanitized
5818,T5052,69004-04-2,C18H14F3N3O6S,457.38,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1,sanitized
5819,T5046,69806-34-4,C15H11ClF3NO4,361.7,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,sanitized
5820,T5015,71447-49-9,C59H83N17O17,1302.39,CC(=O)O.CC(=O)O.CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,sanitized
5821,T4989,78964-85-9,C7H18NO7P,259.19,C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO,sanitized
5822,TJS0851,78708-33-5,C21H22O12,466.39,O=C1C[C@@H](c2cc(O)c(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)Oc2cc(O)cc(O)c21,sanitized
5823,T4962,80930-74-1,C42H66O14,794.97,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,sanitized
5824,T5030,81938-43-4,C44H44CaN2O8S4,897.17,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].[Ca+2],sanitized
5825,T4911,84380-01-8,C12H16O7,272.25,OC[C@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,sanitized
5826,T4998,87239-81-4,C21H27N5O9S2,557.6,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,sanitized
5827,T4959,87-78-5,C6H14O6,182.17,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sanitized
5828,T4997,869113-09-7,C29H34BrNO2,508.49,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2.[Br-],sanitized
5829,T4980,936539-80-9,C27H26ClN5O7,567.98,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1.O=C(O)/C=C\C(=O)O,sanitized
5830,T5039,94-16-6,C9H9N2NaO3,216.17,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],sanitized
5831,T5024,95789-30-3,C27H37N9O7S3.2ClH,768.77,CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CS[C@@H]2[C@H](NC(=O)Cc3csc(N)n3)C(=O)N12.Cl.Cl,sanitized
5832,T5013,96187-53-0,C23H15F2NO2,375.37,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,sanitized
5833,T3S1149,98665-22-6,C30H44O8,532.67,CC(CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,sanitized
5834,T5082,4857-44-7,C10H18CaO6S2,338.45,CSCCC(O)C(=O)[O-].CSCCC(O)C(=O)[O-].[Ca+2],sanitized
5835,T5066,55528-53-5,C9H21ClN2O2,224.73,C[N+](C)(C)CCCC[C@H](N)C(=O)O.[Cl-],sanitized
5836,T5074,601-34-3,C43H76O2,625.06,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,sanitized
5837,T5075,129832-03-7,C6H16K2O24P6,736.22,O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1OP(=O)(O)O.[K+].[K+],sanitized
5838,T5065,40732-48-7,C10H11N5NaO7P,367.19,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)[nH]1.[Na+],sanitized
5839,T5076,28954-12-3,C4H9NO3,119.12,C[C@H](O)[C@H](N)C(=O)O,sanitized
5840,T5071,816-66-0,C6H10O3,130.14,CC(C)CC(=O)C(=O)O,sanitized
5841,T5061,1086-80-2,C12H10N4O2,242.23,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,sanitized
5842,T5060,600-18-0,C4H6O3,102.09,CCC(=O)C(=O)O,sanitized
5843,T4949,3436-44-0,C28H56NO8P,565.72,CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC,sanitized
5844,T5057,17885-08-4,C3H8NO6P,185.07,NC(COP(=O)(O)O)C(=O)O,sanitized
5845,T5067,84366-81-4,C27H31N9Na2O15P2,829.52,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.[Na+].[Na+],sanitized
5846,T5068,207300-70-7,C6H11NaO8,234.14,O.O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],sanitized
5847,T5085,853645-22-4,C8H10NO6P,247.14,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,sanitized
5848,T5083,23537-25-9,C3H9NO6S,187.17,N[C@@H](CS(=O)(=O)O)C(=O)O.O,sanitized
5849,T5064,6153-56-6,C2H6O6,126.07,O.O.O=C(O)C(=O)O,sanitized
5850,T5084,5968-90-1,C10H16N4O8,320.26,O.O.O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,sanitized
5851,T5062,5990-63-6,C4H8O7,168.1,O.O=C(O)[C@@H](O)[C@@H](O)C(=O)O,sanitized
5852,T5086,64044-51-5,C12H24O12,360.31,O.OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,sanitized
5853,T5059,87-69-4,C4H6O6,150.09,O=C(O)[C@H](O)[C@@H](O)C(=O)O,sanitized
5854,T4948,1030365-02-6,C5H6K2O5,224.29,CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+],sanitized
5855,T5069,103192-55-8,C6H12KO9P,298.23,O=P([O-])(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[K+],sanitized
5856,T5094,1042224-63-4,C17H19N5,293.37,c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1,sanitized
5857,T3868,11027-63-7,C22H26O11,466.44,O=C(OCC1=C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12)c1ccc(O)cc1,sanitized
5858,T5056,1188296-52-7,C17H18ClN5O2,359.81,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,sanitized
5859,T5072,1192657-83-2,C26H45NO7,483.63,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.O,sanitized
5860,T4985,130773-02-3,C17H22N2OS.HCl,338.9,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1.Cl,sanitized
5861,T4979,1508-76-5,C19H30ClNO,323.9,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,sanitized
5862,T5095,15646-46-5,C12H11NO3,217.22,CCOC=C1N=C(c2ccccc2)OC1=O,sanitized
5863,T5087,1637-73-6,C6H5Na3O7,258.07,O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-].[Na+].[Na+].[Na+],sanitized
5864,T4987,17140-60-2,C14H26CaO16,490.42,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],sanitized
5865,T5079,20398-34-9,C10H12N5Na3O10P2,493.14,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+],sanitized
5866,T4982,22994-85-0,C12H12N4O3,260.25,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,sanitized
5867,T5077,302-95-4,C24H39NaO4,414.56,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+],sanitized
5868,T5080,334-50-9,C7H22Cl3N3,254.62,Cl.Cl.Cl.NCCCCNCCCN,sanitized
5869,T5073,352195-40-5,C10H13N4Na2O9P,410.18,O.O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+],sanitized
5870,T5037,35457-80-8,C41H67NO15,813.97,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,sanitized
5871,T5078,50887-69-9,C5H6N2O5,174.11,O.O=C(O)c1cc(=O)[nH]c(=O)[nH]1,sanitized
5872,T5081,6055-72-7,C5H8ClN5O,189.6,Cl.Nc1ncnc2[nH]cnc12.O,sanitized
5873,T5022,60925-61-3,C20H21N7O6S2,519.55,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,sanitized
5874,T4S1820,62499-28-9,C45H56O25,996.91,O=C(CC(O)(CC(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)C(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,sanitized
5875,T5088,6505-45-9,C10H8NNaO2,197.16,O=C([O-])Cc1c[nH]c2ccccc12.[Na+],sanitized
5876,T5S0658,6877-32-3,C22H28N2O4,384.47,CC[C@@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,sanitized
5877,T5051,71-81-8,C23H33IN2O,480.43,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],sanitized
5878,T4983,7279-75-6,C14H25NO6S,335.42,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O,sanitized
5879,T5002,79416-27-6,C6H12ClNO3,181.62,COC(=O)CCC(=O)CN.Cl,sanitized
5880,T5S0833,84687-42-3,C41H68O14,784.97,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(O)C5C(C)(C)C(OC6OCC(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)O1,sanitized
5881,T5092,873305-35-2,C23H21N3O2,371.43,c1ccc(-c2oc3ncnc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1,sanitized
5882,T5053,87940-60-1,C14H19ClN2O2,282.77,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,sanitized
5883,T5096,925434-55-5,C25H23N7OS,469.56,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,sanitized
5884,T6S0444,96574-01-5,C26H22O10,494.45,O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,sanitized
5885,T5091,2226521-65-7,C24H24N6O2,428.49,CN(C)C(=O)/C(C#N)=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,sanitized
5886,T4942,19046-60-7,C6H11K2O9P,336.32,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.[K+].[K+],sanitized
5887,T4931,199926-38-0,C4H6O7,166.09,O.O=C(O)/C(O)=C(\O)C(=O)O,sanitized
5888,T5110,1042672-97-8,C20H20N4O3S,396.46,COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,sanitized
5889,T5093,1093222-27-5,C20H13N5O,339.35,N#Cc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1,sanitized
5890,T5111,114772-54-2,C14H10BrN,272.14,N#Cc1ccccc1-c1ccc(CBr)cc1,sanitized
5891,T5112,117-84-0,C24H38O4,390.56,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,sanitized
5892,T5115,12071-83-9,C5H8N2S4Zn,289.79,CC(CNC(=S)[S-])NC1=[S][Zn+2][S-]1,sanitized
5893,T5118,1365888-06-7,C26H20ClFN2O2,446.9,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,sanitized
5894,T5121,1450824-22-2,C28H30F2N6O8S,648.64,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,sanitized
5895,T5122,1612888-66-0,C19H15N3O6S,413.4,Cc1cc([N+](=O)[O-])c(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1-c1cccnc1,sanitized
5896,T5104,314761-14-3,C21H14N6OS2,430.51,O=C1/C(=N/Nc2nccs2)C(c2ccccc2)=NN1c1nc(-c2ccccc2)cs1,sanitized
5897,T5108,315698-17-0,C23H24F3N3O,415.45,CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1,sanitized
5898,T5105,34803-66-2,C9H13N3,163.22,c1ccc(N2CCNCC2)nc1,sanitized
5899,T5120,3615-41-6,C6H12O5,164.16,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,sanitized
5900,T5116,36734-19-7,C13H13Cl2N3O3,330.17,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,sanitized
5901,T5106,433695-36-4,C9H12N2O4S,244.27,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,sanitized
5902,T4975,614749-78-9,C25H26N4O3,430.5,Cc1cccc(-c2[nH]c(C34CCC(C(N)=O)(CC3)CC4)nc2-c2ccc3c(c2)OCO3)n1,sanitized
5903,T5070,7758-73-8,C15H10O4,254.24,O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1,sanitized
5904,T5119,84-61-7,C20H26O4,330.42,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,sanitized
5905,T5113,921-60-8,C6H12O6,180.16,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O,sanitized
5906,T5114,96489-71-3,C19H25ClN2OS,364.93,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,sanitized
5907,T5100,2253744-53-3,C24H12F6N4O2,502.37,N#Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)c2)cc1C(F)(F)F,sanitized
5908,T5109,1703793-34-3,C26H27FN10,498.56,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,sanitized
5909,T5125,1898283-02-7,C24H29N5O3,435.52,CC(C)(O)c1cc(Nc2cc(Oc3cn(C4CC4)nc3C3CCOCC3)ccn2)ccn1,sanitized
5910,T5117,86479-06-3,C16H8Cl2F6N2O3,461.14,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,sanitized
5911,T5129,2070014-88-7,C20H32ClN3O,365.94,Cl.O=C(NC1CCCCC1)N(Cc1ccccc1)CC1CCNCC1,sanitized
5912,T5124,2468639-77-0,C25H25Cl2N7OS,542.48,Cl.Cl.O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,sanitized
5913,T4939,392-12-1,C11H9NO3,203.19,O=C(O)C(=O)Cc1c[nH]c2ccccc12,sanitized
5914,T4930,151-00-8,C4H9NO,87.12,CC(C)C=NO,sanitized
5915,T5101,101155-02-6,C13H12FN5,257.27,CNc1ncnc2c1ncn2Cc1ccccc1F,sanitized
5916,T5139,1330003-04-7,C22H26ClFN6O4S,525,COc1cc(N2CCOCC2)ccc1Nc1ncc(F)c(Nc2ccccc2NS(C)(=O)=O)n1.Cl,sanitized
5917,T5132,142203-65-4,C33H42O12,630.68,CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)[C@@H](O)[C@H](OC(C)=O)C(=C1C)C2(C)C,sanitized
5918,T5138,1643368-58-4,C32H30F2N4O4,572.6,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,sanitized
5919,T5130,1950634-92-0,C42H45ClN8O7S,841.37,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,sanitized
5920,T5135,2413-38-9,C23H27Cl2F3N2OS,507.43,Cl.Cl.OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,sanitized
5921,T5103,6308-22-1,C10H6N2O3S2,266.3,O=C1NC(=S)S/C1=C/c1ccccc1[N+](=O)[O-],sanitized
5922,T5133,872728-81-9,C34H41N7O5.CH4O3S,723.84,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,sanitized
5923,T5140,,C21H26ClN3O4,419.9,COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2cccc(OC)c2)c1.Cl,sanitized
5924,T4495,1799711-21-9,C38H37ClN8O7S,785.27,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,sanitized
5925,T7045,4205-90-7,C9H9Cl2N3,230.09,Clc1cccc(Cl)c1NC1=NCCN1,sanitized
5926,T5102,51987-99-6,C8H6N4OS,206.22,O=C(Nc1nncs1)c1cccnc1,sanitized
5927,T4S0647,6066-49-5,C12H14O2,190.24,CCCCC1OC(=O)c2ccccc21,sanitized
5928,T5145,6233-83-6,C45H70N12O14S2,1067.23,CC(=O)O.CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,sanitized
5929,T5144,62288-83-9,C48H68N14O14S2,1129.26,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,sanitized
5930,T5147,857859-82-6,C25H28O15,568.48,COc1cc2c(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@](O)(CO)[C@H]4O)c(O)cc3oc2cc1O,sanitized
5931,T5148,914453-95-5,C45H71N11O14S2,1054.24,CC(=O)O.CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,sanitized
5932,T5151,10601-19-1,C10H9NO2,175.184,COc1ccc2[nH]cc(C=O)c2c1,sanitized
5933,T5153,1218779-75-9,C25H27N5O4S,493.57,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,sanitized
5934,T4968,1262770-73-9,C18H21N5S,339.46,CC(C)CNc1ccnc(NCc2csc(-c3ccccc3)n2)n1,sanitized
5935,T5152,147366-41-4,C21H22ClN3OS2,432,CCn1c(=O)/c(=C2\Sc3ccccc3N2C)sc1=Cc1cccc[n+]1CC.[Cl-],sanitized
5936,T5150,81846-19-7,C23H34O5,390.51,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,sanitized
5937,T4891,114-76-1,C9H7NaO3,186.14,O=C([O-])C(=O)Cc1ccccc1.[Na+],sanitized
5938,T5155,122520-85-8,C10H8N2O3,204.18,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,sanitized
5939,T5161,131410-48-5,C16H26GdN5O8,573.66,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],sanitized
5940,T5163,1335106-03-0,C15H13F6N3O4S2,477.4,CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,sanitized
